text,label,is_augmented
what are the symptoms of infundibulopelvic dysgenesis?,symptom,
what are the treatments for periventricular heterotopia?,treatment,
how to diagnose anaplastic astrocytoma?,diagnosis,
how to diagnose adult non-hodgkin lymphoma?,diagnosis,
what is (are) diabetic mastopathy?,definition,
how many people are affected by guanidinoacetate methyltransferase deficiency?,general,
what are the symptoms of hyperkalemic periodic paralysis?,symptom,
how many people are affected by hypokalemic periodic paralysis?,general,
what are the symptoms of fuhrmann syndrome?,symptom,
how many people are affected by glutathione synthetase deficiency?,general,
what are the symptoms of parkinson's disease?,symptom,
how many people are affected by primary ciliary dyskinesia?,general,
what are the genetic changes related to familial paroxysmal kinesigenic dyskinesia?,genetics,
what are the symptoms of johnston aarons schelley syndrome?,symptom,
what are the symptoms of brachydactyly mononen type?,symptom,
what are the treatments for proud syndrome?,treatment,
what is (are) gas?,definition,
how to prevent urinary tract infections in children?,general,
what is (are) pallister-killian mosaic syndrome?,definition,
what are the genetic changes related to systemic lupus erythematosus?,genetics,
what are the genetic changes related to spina bifida?,genetics,
what are the complications of shingles?,definition,
how to diagnose creutzfeldt-jakob disease?,diagnosis,
do you have information about child care,general,
what are the symptoms of carpotarsal osteochondromatosis?,symptom,
what are the symptoms of keratosis follicularis dwarfism and cerebral atrophy?,symptom,
what is (are) alpha-mannosidosis?,definition,
what are the treatments for muenke syndrome?,treatment,
what is (are) myoclonus?,definition,
what are the treatments for von willebrand disease?,treatment,
what are the genetic changes related to pachyonychia congenita?,genetics,
what are the symptoms of conductive deafness with malformed external ear?,symptom,
"what are the treatments for immune dysregulation, polyendocrinopathy, enteropathy, x-linked syndrome?",treatment,
is myopathy with deficiency of iron-sulfur cluster assembly enzyme inherited?,genetics,
what are the genetic changes related to hirschsprung disease?,genetics,
how to prevent wilson disease?,general,
what are the symptoms of tar syndrome?,symptom,
what are the treatments for tubular aggregate myopathy?,treatment,
what is (are) fetal cystic hygroma?,definition,
how many people are affected by bardet-biedl syndrome?,general,
how many people are affected by myhre syndrome?,general,
how many people are affected by leukocyte adhesion deficiency type 1?,general,
what is the outlook for periventricular leukomalacia?,definition,
what research (or clinical trials) is being done for multifocal motor neuropathy?,general,
who is at risk for lymphocytic choriomeningitis (lcm)?,risk,
what is (are) primary ciliary dyskinesia?,definition,
what are the symptoms of papillon lefevre syndrome?,symptom,
what causes juvenile amyotrophic lateral sclerosis?,cause,
what are the treatments for what i need to know about gestational diabetes?,treatment,
is cerebrotendinous xanthomatosis inherited?,genetics,
what are the symptoms of marburg hemorrhagic fever (marburg hf)?,symptom,
what are the symptoms of weaver syndrome?,symptom,
what are the symptoms of hyde forster mccarthy berry syndrome?,symptom,
what is (are) wilson disease?,definition,
what are the treatments for childhood astrocytomas?,treatment,
what are the treatments for niemann-pick disease?,treatment,
what causes tracheobronchopathia osteoplastica?,cause,
what is (are) lipoid proteinosis of urbach and wiethe?,definition,
what are the treatments for melanoma?,treatment,
how to diagnose chapare hemorrhagic fever (chhf)?,diagnosis,
what is (are) adult non-hodgkin lymphoma?,definition,
what are the symptoms of okamoto syndrome?,symptom,
"what is (are) familial amyloidosis, finnish type?",definition,
what are the symptoms of juvenile amyotrophic lateral sclerosis?,symptom,
"what is (are) thrombotic thrombocytopenic purpura, congenital?",definition,
what is (are) otopalatodigital syndrome type 2?,definition,
what are the treatments for kleine-levin syndrome?,treatment,
is multiple lentigines syndrome inherited?,genetics,
how many people are affected by kabuki syndrome?,general,
what is (are) split hand split foot nystagmus?,definition,
what are the symptoms of anemia in chronic kidney disease?,symptom,
how many people are affected by frontotemporal dementia with parkinsonism-17?,general,
is cartilage-hair hypoplasia inherited?,genetics,
what are the genetic changes related to mitochondrial membrane protein-associated neurodegeneration?,genetics,
what are the symptoms of chromosome 17q deletion?,symptom,
what are the genetic changes related to ghosal hematodiaphyseal dysplasia?,genetics,
what is (are) maffucci syndrome?,definition,
how many people are affected by nijmegen breakage syndrome?,general,
what is (are) impetigo?,definition,
what is (are) paresthesia?,definition,
what causes glaucoma?,cause,
what is (are) aspergillosis?,definition,
what are the treatments for cerebellar hypoplasia?,treatment,
what are the treatments for fatal familial insomnia?,treatment,
what are the genetic changes related to familial hyperaldosteronism?,genetics,
what to do for gallstones?,general,
what are the stages of mycosis fungoides and the szary syndrome?,definition,
do you have information about fires,general,
what are the genetic changes related to otopalatodigital syndrome type 1?,genetics,
what are the genetic changes related to troyer syndrome?,genetics,
what is (are) hermansky-pudlak syndrome?,definition,
what are the genetic changes related to childhood myocerebrohepatopathy spectrum?,genetics,
what is (are) gastritis?,definition,
what are the symptoms of autosomal dominant nocturnal frontal lobe epilepsy?,symptom,
what are the treatments for barth syndrome?,treatment,
what are the symptoms of juvenile idiopathic arthritis?,symptom,
what are the treatments for parasites - loiasis?,treatment,
what are the symptoms of arts syndrome?,symptom,
"what are the symptoms of palmoplantar keratoderma, epidermolytic?",symptom,
"what are the treatments for 48,xxyy syndrome?",treatment,
what are the symptoms of hurler syndrome?,symptom,
is chordoma inherited?,genetics,
what are the genetic changes related to hereditary hemorrhagic telangiectasia?,genetics,
what are the symptoms of stratton-garcia-young syndrome?,symptom,
what are the symptoms of upington disease?,symptom,
what are the stages of childhood non-hodgkin lymphoma?,definition,
what are the symptoms of spastic paraplegia 11?,symptom,
"what are the symptoms of ossicular malformations, familial?",symptom,
what are the treatments for metachromatic leukodystrophy?,treatment,
what are the symptoms of pontocerebellar hypoplasia type 3?,symptom,
what is (are) pituitary disorders?,definition,
what causes diabetes?,cause,
"what are the genetic changes related to hypermanganesemia with dystonia, polycythemia, and cirrhosis?",genetics,
what are the genetic changes related to complement component 2 deficiency?,genetics,
what are the genetic changes related to duane-radial ray syndrome?,genetics,
is ppm-x syndrome inherited?,genetics,
"what are the symptoms of keratosis, seborrheic?",symptom,
how to diagnose autoimmune hepatitis?,diagnosis,
what are the symptoms of tarsal carpal coalition syndrome?,symptom,
what are the symptoms of nadh cytochrome b5 reductase deficiency?,symptom,
how to diagnose cystic fibrosis?,diagnosis,
what are the treatments for patent ductus arteriosus?,treatment,
what is (are) hand injuries and disorders?,definition,
what are the symptoms of acromegaloid facial appearance syndrome?,symptom,
is familial pityriasis rubra pilaris inherited?,genetics,
what are the symptoms of hard skin syndrome parana type?,symptom,
do you have information about health statistics,general,
what is (are) bedwetting?,definition,
how to diagnose platelet storage pool deficiency?,diagnosis,
is 22q13.3 deletion syndrome inherited?,genetics,
what causes joubert syndrome?,cause,
what are the treatments for celiac artery compression syndrome?,treatment,
what are the genetic changes related to hereditary hemochromatosis?,genetics,
what are the treatments for hypoaldosteronism?,treatment,
what is (are) idiopathic inflammatory myopathy?,definition,
what are the symptoms of diffuse cutaneous systemic sclerosis?,symptom,
what are the treatments for polyarteritis nodosa?,treatment,
what is (are) von hippel-lindau syndrome?,definition,
what are the treatments for hystrix-like ichthyosis with deafness?,treatment,
what research (or clinical trials) is being done for melanoma?,general,
what are the symptoms of ankylosing spondylitis?,symptom,
what is (are) hidradenocarcinoma?,definition,
what is (are) parasites - trichuriasis (also known as whipworm infection)?,definition,
what is (are) cadasil?,definition,
how many people are affected by catsper1-related nonsyndromic male infertility?,general,
what research (or clinical trials) is being done for empty sella syndrome?,general,
what are the genetic changes related to hyperparathyroidism-jaw tumor syndrome?,genetics,
what are the treatments for progressive bulbar palsy?,treatment,
"is ovarian epithelial, fallopian tube, and primary peritoneal cancer inherited?",genetics,
what are the symptoms of chanarin-dorfman syndrome?,symptom,
what is (are) optic atrophy type 1?,definition,
what are the symptoms of long qt syndrome?,symptom,
how many people are affected by epidermolytic hyperkeratosis?,general,
what are the treatments for 3-hydroxyacyl-coa dehydrogenase deficiency?,treatment,
what are the symptoms of copd?,symptom,
what is (are) rectal cancer?,definition,
how many people are affected by spastic paraplegia type 7?,general,
what causes fanconi anemia?,cause,
what are the symptoms of charcot-marie-tooth disease type 1a?,symptom,
is congenital stromal corneal dystrophy inherited?,genetics,
what research (or clinical trials) is being done for ewing sarcoma?,general,
what is the outlook for hypertonia?,definition,
what is (are) congenital fiber-type disproportion?,definition,
what is (are) familial hyperaldosteronism?,definition,
what are the symptoms of adcy5-related dyskinesia?,symptom,
what are the stages of langerhans cell histiocytosis?,definition,
what is (are) familial cold autoinflammatory syndrome?,definition,
what is (are) mantle cell lymphoma?,definition,
what is (are) apert syndrome?,definition,
what are the complications of biliary atresia?,definition,
how many people are affected by congenital myasthenic syndrome?,general,
what are the symptoms of noonan syndrome 6?,symptom,
what is (are) acanthoma?,definition,
is laron syndrome inherited?,genetics,
who is at risk for intraocular (uveal) melanoma?,risk,
how many people are affected by heterotaxy syndrome?,general,
is duane-radial ray syndrome inherited?,genetics,
is pseudoachondroplasia inherited?,genetics,
what are the treatments for antisynthetase syndrome?,treatment,
what are the symptoms of intellectual disability - athetosis - microphthalmia?,symptom,
what are the treatments for sjgren's syndrome?,treatment,
what are the symptoms of malignant hyperthermia arthrogryposis torticollis?,symptom,
what is (are) machado-joseph disease?,definition,
what is (are) parasites - baylisascaris infection?,definition,
what is (are) neurofibroma?,definition,
what is (are) lactate dehydrogenase deficiency?,definition,
what is (are) adult-onset vitelliform macular dystrophy?,definition,
how to diagnose atherosclerosis?,diagnosis,
what are the symptoms of oculodentodigital dysplasia?,symptom,
what is (are) birt-hogg-dube syndrome?,definition,
how to diagnose colon cancer?,diagnosis,
what is the outlook for leukodystrophy?,definition,
what are the treatments for metabolic syndrome?,treatment,
what are the treatments for cavernous malformation?,treatment,
what are the symptoms of short limb dwarf lethal colavita kozlowski type?,symptom,
what are the symptoms of cystocele?,symptom,
what is (are) severe congenital neutropenia?,definition,
what is (are) neurohypophyseal diabetes insipidus?,definition,
how many people are affected by familial isolated pituitary adenoma?,general,
what are the treatments for eosinophil peroxidase deficiency?,treatment,
what is (are) walking problems?,definition,
is parsonage turner syndrome inherited?,genetics,
what are the treatments for bilateral perisylvian polymicrogyria?,treatment,
what are the treatments for chorea-acanthocytosis?,treatment,
what is (are) succinyl-coa:3-ketoacid coa transferase deficiency?,definition,
"what are the symptoms of temporal epilepsy, familial?",symptom,
what is (are) charcot-marie-tooth disease type 1e?,definition,
what to do for chronic diarrhea in children?,general,
how to diagnose stargardt disease?,diagnosis,
what causes succinic semialdehyde dehydrogenase deficiency?,cause,
what causes gastritis?,cause,
how many people are affected by microcephalic osteodysplastic primordial dwarfism type ii?,general,
"what is (are) tk2-related mitochondrial dna depletion syndrome, myopathic form?",definition,
how many people are affected by carnitine palmitoyltransferase i deficiency?,general,
how many people are affected by charge syndrome?,general,
is pantothenate kinase-associated neurodegeneration inherited?,genetics,
is prekallikrein deficiency inherited?,genetics,
what is (are) cushing's syndrome?,definition,
what are the stages of hairy cell leukemia?,definition,
what are the treatments for kaposi sarcoma?,treatment,
what are the treatments for 2q37 deletion syndrome?,treatment,
what are the symptoms of kidney stones in children?,symptom,
what are the symptoms of eisenmenger syndrome?,symptom,
what is (are) hereditary diffuse gastric cancer?,definition,
what research (or clinical trials) is being done for tourette syndrome?,general,
is heterotaxy syndrome inherited?,genetics,
what causes troyer syndrome?,cause,
what is (are) memory?,definition,
what causes frontal fibrosing alopecia?,cause,
is factor xiii deficiency inherited?,genetics,
how many people are affected by glutaric acidemia type i?,general,
what are the treatments for iron-refractory iron deficiency anemia?,treatment,
how to diagnose familial hypertrophic cardiomyopathy?,diagnosis,
what are the treatments for multiple sulfatase deficiency?,treatment,
what are the symptoms of ichthyosis cheek eyebrow syndrome?,symptom,
what causes neutral lipid storage disease with myopathy?,cause,
what is the outlook for juvenile myelomonocytic leukemia?,definition,
is androgen insensitivity syndrome inherited?,genetics,
what are the symptoms of schneckenbecken dysplasia?,symptom,
what causes autoimmune hemolytic anemia?,cause,
is glycogen storage disease type 0 inherited?,genetics,
do you have information about coronary artery bypass surgery,treatment,
what is (are) movement disorders?,definition,
what is (are) freiberg's disease?,definition,
what are the treatments for palmoplantar keratoderma with deafness?,treatment,
how to diagnose ovarian low malignant potential tumors?,diagnosis,
what is (are) antisynthetase syndrome?,definition,
how many people are affected by erdheim-chester disease?,general,
is stiff person syndrome inherited?,genetics,
is progressive familial heart block inherited?,genetics,
what are the symptoms of bangstad syndrome?,symptom,
do you have information about hispanic american health,general,
what are the symptoms of hashimoto's disease?,symptom,
what are the symptoms of primary spontaneous pneumothorax?,symptom,
what are the treatments for rheumatoid arthritis?,treatment,
what are the treatments for pyruvate carboxylase deficiency?,treatment,
what are the treatments for alg1-congenital disorder of glycosylation?,treatment,
what are the treatments for van der woude syndrome?,treatment,
what are the treatments for hidradenitis suppurativa?,treatment,
what are the symptoms of diffuse cutaneous mastocytosis?,symptom,
is childhood myocerebrohepatopathy spectrum inherited?,genetics,
"what is (are) hereditary angiopathy with nephropathy, aneurysms, and muscle cramps syndrome?",definition,
how many people are affected by sotos syndrome?,general,
what is (are) athlete's foot?,definition,
what research (or clinical trials) is being done for charcot-marie-tooth disease?,general,
what are the treatments for hypercholesterolemia?,treatment,
what are the treatments for dermatofibrosarcoma protuberans?,treatment,
what causes hearing loss?,cause,
what are the symptoms of xeroderma pigmentosum type 7?,symptom,
what is (are) pseudohypoaldosteronism type 1?,definition,
what causes intestinal pseudo-obstruction?,cause,
what is (are) angina?,definition,
what are the symptoms of vocal cord dysfunction familial?,symptom,
what are the symptoms of hyperlipoproteinemia type 5?,symptom,
what is (are) ppm-x syndrome?,definition,
what are the symptoms of dystonia 19?,symptom,
what is (are) fragile x-associated primary ovarian insufficiency?,definition,
is tylosis with esophageal cancer inherited?,genetics,
how many people are affected by hereditary hemochromatosis?,general,
what research (or clinical trials) is being done for mucolipidoses?,general,
what is (are) congenital muscular dystrophy?,definition,
what are the treatments for binswanger's disease?,treatment,
what is (are) dentatorubral-pallidoluysian atrophy?,definition,
what is the outlook for adult acute lymphoblastic leukemia?,definition,
what are the symptoms of klinefelter syndrome?,symptom,
what is (are) weill-marchesani syndrome?,definition,
what causes ards?,cause,
what is (are) voice disorders?,definition,
who is at risk for respiratory distress syndrome?,risk,
how to diagnose parasites - toxoplasmosis (toxoplasma infection)?,diagnosis,
what are the treatments for salih myopathy?,treatment,
how to diagnose childhood hodgkin lymphoma?,diagnosis,
what are the symptoms of multiple epiphyseal dysplasia 2?,symptom,
what is (are) olmsted syndrome?,definition,
how many people are affected by tetra-amelia syndrome?,general,
"what is (are) hemolytic uremic syndrome, atypical, childhood?",definition,
what are the treatments for tyrosinemia type 1?,treatment,
how many people are affected by microphthalmia with linear skin defects syndrome?,general,
what are the treatments for klinefelter syndrome?,treatment,
how many people are affected by beare-stevenson cutis gyrata syndrome?,general,
what are the genetic changes related to norrie disease?,genetics,
what are the treatments for craniofacial-deafness-hand syndrome?,treatment,
what are the genetic changes related to hemophilia?,genetics,
"what are the treatments for crigler najjar syndrome, type 2?",treatment,
what to do for kidney failure: what to expect?,general,
what is (are) manitoba oculotrichoanal syndrome?,definition,
how to diagnose mitochondrial neurogastrointestinal encephalopathy syndrome?,diagnosis,
what is (are) dopa-responsive dystonia?,definition,
is beckwith-wiedemann syndrome inherited?,genetics,
how many people are affected by renal tubular dysgenesis?,general,
who is at risk for diabetic retinopathy?,risk,
what is (are) baylisascaris infection?,definition,
what are the genetic changes related to isobutyryl-coa dehydrogenase deficiency?,genetics,
what are the treatments for familial male-limited precocious puberty?,treatment,
what is (are) c1q nephropathy?,definition,
what are the stages of neuroblastoma?,definition,
what is (are) palmoplantar keratoderma with deafness?,definition,
what is (are) sacrococcygeal teratoma?,definition,
what is (are) heparin-induced thrombocytopenia?,definition,
what is (are) axenfeld-rieger syndrome type 2?,definition,
what are the treatments for mucopolysaccharidosis type i?,treatment,
what are the treatments for nephrotic syndrome in adults?,treatment,
what are the genetic changes related to intranuclear rod myopathy?,genetics,
"what are the genetic changes related to autoimmune polyglandular syndrome, type 1?",genetics,
is legg-calv-perthes disease inherited?,genetics,
what causes konigsmark knox hussels syndrome?,cause,
what are the genetic changes related to meckel syndrome?,genetics,
who is at risk for melanoma?,risk,
how many people are affected by age-related macular degeneration?,general,
what are the genetic changes related to crouzon syndrome?,genetics,
how to diagnose multiple familial trichoepithelioma?,diagnosis,
what are the genetic changes related to ollier disease?,genetics,
is benign essential blepharospasm inherited?,genetics,
what is (are) zellweger spectrum?,definition,
what is (are) mucopolysaccharidosis type iii?,definition,
what is (are) post-polio syndrome?,definition,
what are the symptoms of childhood craniopharyngioma?,symptom,
what is (are) tracheobronchopathia osteoplastica?,definition,
how many people are affected by spastic paraplegia type 15?,general,
"what are the symptoms of renal tubular acidosis, distal, type 3?",symptom,
what are the treatments for waardenburg syndrome?,treatment,
"what are the treatments for 47,xyy syndrome?",treatment,
what are the symptoms of familial hdl deficiency?,symptom,
is schinzel-giedion syndrome inherited?,genetics,
what is (are) phenylketonuria?,definition,
what are the symptoms of intestinal pseudoobstruction neuronal chronic idiopathic x-linked?,symptom,
is retinoblastoma inherited?,genetics,
is paget disease of bone inherited?,genetics,
what are the treatments for myotonia congenita?,treatment,
is hyperphosphatemic familial tumoral calcinosis inherited?,genetics,
how to diagnose inguinal hernia?,diagnosis,
what are the symptoms of tarsal tunnel syndrome?,symptom,
what are the symptoms of x-linked dominant scapuloperoneal myopathy?,symptom,
what is (are) congenital anosmia?,definition,
who is at risk for parasites - cyclosporiasis (cyclospora infection)?,risk,
what are the treatments for bowen-conradi syndrome?,treatment,
what are the symptoms of marshall syndrome?,symptom,
what causes synovial chondromatosis?,cause,
how to diagnose childhood central nervous system embryonal tumors?,diagnosis,
"what are the symptoms of autosomal recessive optic atrophy, hearing loss, and peripheral neuropathy?",symptom,
what causes common variable immunodeficiency?,cause,
is ataxia neuropathy spectrum inherited?,genetics,
who is at risk for retinoblastoma?,risk,
what is (are) crystal arthropathies?,definition,
how many people are affected by oculopharyngeal muscular dystrophy?,general,
how to diagnose thalassemias?,diagnosis,
what are the complications of nephrotic syndrome in adults?,definition,
is cyclic vomiting syndrome inherited?,genetics,
what are the symptoms of pseudoachondroplasia?,symptom,
how many people are affected by klippel-trenaunay syndrome?,general,
what is (are) transitional cell cancer of the renal pelvis and ureter?,definition,
what to do for hemolytic uremic syndrome in children?,general,
what research (or clinical trials) is being done for inflammatory myopathies?,general,
what are the symptoms of goodpasture syndrome?,symptom,
what are the treatments for d-bifunctional protein deficiency?,treatment,
what are the genetic changes related to vacterl association?,genetics,
"what are the symptoms of berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification?",symptom,
what are the genetic changes related to familial lipoprotein lipase deficiency?,genetics,
what is (are) thymoma and thymic carcinoma?,definition,
what are the symptoms of pyruvate kinase deficiency?,symptom,
what causes human t-cell leukemia virus type 1?,cause,
what are the symptoms of dystonia 18?,symptom,
how many people are affected by camurati-engelmann disease?,general,
what are the symptoms of onychotrichodysplasia and neutropenia?,symptom,
what is (are) mitochondrial encephalomyopathy lactic acidosis and stroke-like episodes?,definition,
what are the treatments for foot drop?,treatment,
what is (are) chemical emergencies?,definition,
what to do for gastroparesis?,general,
what is the outlook for chronic inflammatory demyelinating polyneuropathy (cidp)?,definition,
what are the symptoms of glomerular diseases?,symptom,
what is (are) learning disorders?,definition,
how to diagnose parasites - schistosomiasis?,diagnosis,
who is at risk for primary sclerosing cholangitis?,risk,
what are the genetic changes related to factor x deficiency?,genetics,
what to do for cystocele?,general,
what is (are) esophageal atresia/tracheoesophageal fistula?,definition,
what is (are) sunct headache?,definition,
what is (are) chronic atrial and intestinal dysrhythmia?,definition,
what is (are) familial dilated cardiomyopathy?,definition,
"what are the symptoms of porokeratosis, disseminated superficial actinic 2?",symptom,
how many people are affected by hypophosphatasia?,general,
what is (are) living with hiv/aids?,definition,
what are the treatments for protein s deficiency?,treatment,
how many people are affected by congenital fibrosis of the extraocular muscles?,general,
what is (are) systemic lupus erythematosus?,definition,
what are the stages of pituitary tumors?,definition,
what are the genetic changes related to nager syndrome?,genetics,
how to diagnose antisynthetase syndrome?,diagnosis,
what are the symptoms of zlotogora syndrome?,symptom,
do you have information about iron,general,
what are the genetic changes related to spondylocostal dysostosis?,genetics,
what is (are) sheldon-hall syndrome?,definition,
what is (are) chronic active epstein-barr virus infection?,definition,
what are the treatments for glutamate formiminotransferase deficiency?,treatment,
what is (are) anaphylaxis?,definition,
what is (are) hajdu-cheney syndrome?,definition,
what research (or clinical trials) is being done for arachnoiditis?,general,
what are the genetic changes related to lacrimo-auriculo-dento-digital syndrome?,genetics,
who is at risk for sudden cardiac arrest?,risk,
what are the complications of kidney dysplasia?,definition,
what are the genetic changes related to acatalasemia?,genetics,
what causes porphyria?,cause,
what is (are) 1p36 deletion syndrome?,definition,
what are the symptoms of roifman syndrome?,symptom,
is 3-methylcrotonyl-coa carboxylase deficiency inherited?,genetics,
is succinyl-coa:3-ketoacid coa transferase deficiency inherited?,genetics,
what are the treatments for myh9-related disorder?,treatment,
is alagille syndrome inherited?,genetics,
what are the treatments for lenz microphthalmia syndrome?,treatment,
what causes childhood brain and spinal cord tumors?,cause,
what are the genetic changes related to spinal and bulbar muscular atrophy?,genetics,
what is (are) hypertrophic neuropathy of dejerine-sottas?,definition,
what is (are) pendred syndrome?,definition,
what is (are) cramp-fasciculation syndrome?,definition,
what are the symptoms of achondrogenesis?,symptom,
how many people are affected by systemic lupus erythematosus?,general,
what are the symptoms of generalized pustular psoriasis?,symptom,
is 2q37 deletion syndrome inherited?,genetics,
what are the symptoms of spastic paraplegia 10?,symptom,
what is (are) genitopatellar syndrome?,definition,
what research (or clinical trials) is being done for dysgraphia?,general,
what are the stages of chronic myelogenous leukemia?,definition,
what are the symptoms of malignant hyperthermia susceptibility type 3?,symptom,
what are the genetic changes related to barth syndrome?,genetics,
what is the outlook for brain and spinal tumors?,definition,
how to diagnose metachromatic leukodystrophy?,diagnosis,
what is (are) dystonia 8?,definition,
what is (are) necrotizing fasciitis?,definition,
what is (are) thiamine-responsive megaloblastic anemia syndrome?,definition,
what are the genetic changes related to congenital myasthenic syndrome?,genetics,
what to do for diabetic retinopathy?,general,
what are the treatments for weyers acrofacial dysostosis?,treatment,
how many people are affected by primary spontaneous pneumothorax?,general,
what is (are) antiphospholipid antibody syndrome?,definition,
is 22q11.2 duplication inherited?,genetics,
what are the treatments for florid cemento-osseous dysplasia?,treatment,
how many people are affected by autosomal recessive congenital stationary night blindness?,general,
what causes currarino triad?,cause,
what are the symptoms of hemoglobin e disease?,symptom,
how to diagnose urine blockage in newborns?,diagnosis,
what are the genetic changes related to lama2-related muscular dystrophy?,genetics,
what is (are) timothy syndrome?,definition,
is chylomicron retention disease inherited?,genetics,
"what are the symptoms of deafness, dystonia, and cerebral hypomyelination?",symptom,
"what are the symptoms of pheochromocytoma, childhood?",symptom,
who is at risk for insomnia?,risk,
what are the treatments for hereditary sensory neuropathy type ia?,treatment,
what is the outlook for headache?,definition,
what are the symptoms of osteogenesis imperfecta levin type?,symptom,
what are the genetic changes related to chronic granulomatous disease?,genetics,
how many people are affected by menkes syndrome?,general,
what is (are) mannose-binding lectin deficiency?,definition,
how many people are affected by d-bifunctional protein deficiency?,general,
what are the genetic changes related to schwartz-jampel syndrome?,genetics,
what to do for multiple endocrine neoplasia type 1?,general,
what is (are) osteochondritis dissecans?,definition,
how to diagnose childhood acute lymphoblastic leukemia?,diagnosis,
what are the treatments for hairy cell leukemia?,treatment,
how to prevent mitral valve prolapse?,general,
what causes lymphocytic vasculitis?,cause,
what is (are) partington syndrome?,definition,
what are the genetic changes related to autosomal dominant hyper-ige syndrome?,genetics,
what is (are) ovarian carcinosarcoma?,definition,
what are the treatments for autosomal recessive cerebellar ataxia type 1?,treatment,
what are the treatments for enlarged parietal foramina?,treatment,
what are the treatments for infantile neuronal ceroid lipofuscinosis?,treatment,
do you have information about radiation exposure,general,
what are the genetic changes related to cryptogenic cirrhosis?,genetics,
"what are the symptoms of microcephaly, corpus callosum dysgenesis and cleft lip-palate?",symptom,
what are the symptoms of hypomyelination with atrophy of basal ganglia and cerebellum?,symptom,
what are the genetic changes related to kallmann syndrome?,genetics,
what are the symptoms of hypertrophic neuropathy of dejerine-sottas?,symptom,
what is (are) atypical hemolytic-uremic syndrome?,definition,
what are the symptoms of hypertrichosis congenital generalized x-linked?,symptom,
how to prevent immune thrombocytopenia?,general,
what research (or clinical trials) is being done for merkel cell carcinoma?,general,
how to diagnose gestational trophoblastic disease?,diagnosis,
is rapadilino syndrome inherited?,genetics,
what is (are) coach syndrome?,definition,
what are the complications of knee replacement?,definition,
what are the symptoms of akesson syndrome?,symptom,
what are the treatments for axenfeld-rieger syndrome?,treatment,
"how to diagnose parasites - lice - pubic ""crab"" lice?",diagnosis,
what is the outlook for microcephaly?,definition,
what are the symptoms of prinzmetal's variant angina?,symptom,
what is (are) spinocerebellar ataxia type 2?,definition,
what are the symptoms of aromatase excess syndrome?,symptom,
do you have information about coping with disasters,general,
what are the treatments for refsum disease?,treatment,
do you have information about folic acid,general,
what are the symptoms of hepatic venoocclusive disease with immunodeficiency?,symptom,
what are the treatments for x-linked hyper igm syndrome?,treatment,
what are the genetic changes related to leukoencephalopathy with vanishing white matter?,genetics,
"what is (are) myelodysplastic/ myeloproliferative neoplasm, unclassifiable?",definition,
is spinal muscular atrophy inherited?,genetics,
what are the genetic changes related to fragile x-associated tremor/ataxia syndrome?,genetics,
what is (are) naegeli syndrome?,definition,
what are the symptoms of noonan syndrome 4?,symptom,
is central core disease inherited?,genetics,
what causes coffin-siris syndrome?,cause,
what is (are) leiomyosarcoma?,definition,
what are the treatments for congenital stromal corneal dystrophy?,treatment,
what causes dextrocardia with situs inversus?,cause,
what is (are) myopathy with deficiency of iron-sulfur cluster assembly enzyme?,definition,
what causes what i need to know about gas?,cause,
what are the treatments for myostatin-related muscle hypertrophy?,treatment,
what is (are) neonatal hemochromatosis?,definition,
what is (are) corneal disorders?,definition,
"what are the treatments for ehlers-danlos syndrome, vascular type?",treatment,
what are the treatments for lambert-eaton myasthenic syndrome?,treatment,
who is at risk for pyelonephritis: kidney infection?,risk,
what is (are) actinomycosis?,definition,
what is the outlook for paroxysmal hemicrania?,definition,
what causes septo-optic dysplasia?,cause,
what is (are) carbamoyl phosphate synthetase i deficiency?,definition,
what causes rickets?,cause,
what is (are) ectopic kidney?,definition,
what is (are) muscular dystrophy?,definition,
is chronic inflammatory demyelinating polyneuropathy inherited?,genetics,
"what are the treatments for gm2-gangliosidosis, ab variant?",treatment,
what are the treatments for chronic fatigue syndrome?,treatment,
what are the symptoms of retinoschisis autosomal dominant?,symptom,
what research (or clinical trials) is being done for herpes zoster oticus?,general,
what are the genetic changes related to dopamine transporter deficiency syndrome?,genetics,
how many people are affected by pmm2-congenital disorder of glycosylation?,general,
what is (are) meningoencephalocele?,definition,
what are the treatments for human t-cell leukemia virus type 1?,treatment,
what is (are) dihydropyrimidinase deficiency?,definition,
is griscelli syndrome inherited?,genetics,
what is (are) cat scratch disease?,definition,
what is (are) congenital lobar emphysema?,definition,
what are the symptoms of retinal arterial macroaneurysm with supravalvular pulmonic stenosis?,symptom,
"what are the genetic changes related to x-linked immunodeficiency with magnesium defect, epstein-barr virus infection, and neoplasia?",genetics,
is multiple familial trichoepithelioma inherited?,genetics,
what is (are) mucopolysaccharidosis type iiib?,definition,
what is (are) yellow fever vaccination?,definition,
what are the symptoms of thin basement membrane nephropathy?,symptom,
how many people are affected by multiple sclerosis?,general,
what are the symptoms of glutaric acidemia type iii?,symptom,
what are the genetic changes related to sporadic hemiplegic migraine?,genetics,
is sjogren syndrome inherited?,genetics,
what are the symptoms of laryngomalacia?,symptom,
what are the treatments for ghosal hematodiaphyseal dysplasia?,treatment,
what are the symptoms of bork stender schmidt syndrome?,symptom,
what are the treatments for chronic myelogenous leukemia?,treatment,
what is (are) wildervanck syndrome?,definition,
